src_ip,dest_ip,timestamp,src_port,dest_port,proto
200.51.43.5,192.168.1.71,2024-05-07T23:01:13.827552+0200,53,3668,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:13.827591+0200,53,3663,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:13.858086+0200,53,3665,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:13.894534+0200,53,3664,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:13.897454+0200,53,3660,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:13.897700+0200,53,3667,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:13.898846+0200,53,3661,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:13.923729+0200,53,3665,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:14.165521+0200,53,3667,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:14.262128+0200,53,3656,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:14.291708+0200,53,3662,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:14.425205+0200,53,1031,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:14.426328+0200,53,3662,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:14.438906+0200,53,2675,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:14.438890+0200,53,1028,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:14.438883+0200,53,4510,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:14.460060+0200,53,4509,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:14.498658+0200,53,1703,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:14.498679+0200,53,2532,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:14.504513+0200,53,2530,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:14.504496+0200,53,1109,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:14.525741+0200,53,3476,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:14.535730+0200,53,3667,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:14.537061+0200,53,3666,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:14.537078+0200,53,3670,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:14.584661+0200,53,3660,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:14.588061+0200,53,3663,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:14.588478+0200,53,1025,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:14.589895+0200,53,3665,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:14.607721+0200,53,1129,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:14.608976+0200,53,3667,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:14.856380+0200,53,3664,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:14.857493+0200,53,3665,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:14.861206+0200,53,3667,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:14.861427+0200,53,3669,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:14.980462+0200,53,3661,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:14.981731+0200,53,3660,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:14.991228+0200,53,3657,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:15.085327+0200,53,3665,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:15.093259+0200,53,3660,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:15.105447+0200,53,4508,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:15.123939+0200,53,2666,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:15.123979+0200,53,4648,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:15.127911+0200,53,1152,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.179820+0200,53,2532,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.179594+0200,53,1109,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.180092+0200,53,1028,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:15.179859+0200,53,3666,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.181736+0200,53,3488,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.182951+0200,53,2530,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.183005+0200,53,2529,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.187009+0200,53,3476,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:15.210517+0200,53,3664,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:15.213241+0200,53,3663,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:15.213273+0200,53,3669,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.217367+0200,53,2533,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.285891+0200,53,1025,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.287031+0200,53,3664,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.288295+0200,53,3665,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.289559+0200,53,3660,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.312369+0200,53,3666,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.313831+0200,53,3663,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.316771+0200,53,3661,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:15.558571+0200,53,3668,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:15.563216+0200,53,1133,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:15.564320+0200,53,3662,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:15.579198+0200,53,3666,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:15.666477+0200,53,3656,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:15.667802+0200,53,3661,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:15.667960+0200,53,3659,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:15.696879+0200,53,3663,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:15.778709+0200,53,3666,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:15.778880+0200,53,3294,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:15.778680+0200,53,1031,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:15.778672+0200,53,3664,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:15.800702+0200,53,3665,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:15.810813+0200,53,4648,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:15.840012+0200,53,3665,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.864935+0200,53,2533,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.887258+0200,53,3476,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:15.889984+0200,53,2530,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.955581+0200,53,3665,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.959447+0200,53,3666,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.960762+0200,53,3661,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.989016+0200,53,3662,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:15.990318+0200,53,1129,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:16.302601+0200,53,3662,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:16.305284+0200,53,1025,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:16.331595+0200,53,3666,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:16.437067+0200,53,3661,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:16.439587+0200,53,3662,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:16.440877+0200,53,3657,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:16.461417+0200,53,3658,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:16.463870+0200,53,1025,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:16.465178+0200,53,3656,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:16.608313+0200,53,3662,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:16.608177+0200,53,3666,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:16.608078+0200,53,3661,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:16.608255+0200,53,3294,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:16.619404+0200,53,2675,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:16.619326+0200,53,4510,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:16.619387+0200,53,4509,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:16.635792+0200,53,1031,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:16.642839+0200,53,1028,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:16.648183+0200,53,2530,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:16.666896+0200,53,3668,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:16.666973+0200,53,3670,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:16.666909+0200,53,3666,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:16.666992+0200,53,3669,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:16.681104+0200,53,1703,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:16.694467+0200,53,3665,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:16.757796+0200,53,3660,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:16.787425+0200,53,3666,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:16.787442+0200,53,3662,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:17.049961+0200,53,3669,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:17.161374+0200,53,3658,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:17.183453+0200,53,3661,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:17.297615+0200,53,3664,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:17.297724+0200,53,3663,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:17.303544+0200,53,4508,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:17.303556+0200,53,4506,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:17.303526+0200,53,4509,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:17.325573+0200,53,3661,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:17.328170+0200,53,3660,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:17.330766+0200,53,3666,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:17.332293+0200,53,2675,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:17.332305+0200,53,2666,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:17.332403+0200,53,1152,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:17.334611+0200,53,1028,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:17.334647+0200,53,4648,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:17.344828+0200,53,3488,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:17.389537+0200,53,3669,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:17.389564+0200,53,3664,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:17.389510+0200,53,3668,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:17.414426+0200,53,1029,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:17.414453+0200,53,3663,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:17.414468+0200,53,3665,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:17.470945+0200,53,2733,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:17.473711+0200,53,3664,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:17.734432+0200,53,3668,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:17.736031+0200,53,3664,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:17.753790+0200,53,3662,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:17.754917+0200,53,1133,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:17.760255+0200,53,3666,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:17.898230+0200,53,1025,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:17.903408+0200,53,3659,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:17.905190+0200,53,3663,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.004396+0200,53,4506,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.005702+0200,53,1152,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.005689+0200,53,2666,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.029399+0200,53,1028,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.029422+0200,53,4510,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:18.038704+0200,53,3662,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:18.074811+0200,53,2530,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:18.088230+0200,53,3666,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:18.099837+0200,53,2533,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:18.103974+0200,53,3476,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:18.114539+0200,53,3663,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:18.114583+0200,53,3670,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:18.283332+0200,53,3663,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:18.284915+0200,53,3661,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:18.285046+0200,53,3664,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:18.286499+0200,53,3662,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:18.317878+0200,53,3665,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:18.541732+0200,53,3663,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:18.547543+0200,53,3667,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:18.619871+0200,53,3661,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:18.626544+0200,53,3663,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:18.651943+0200,53,3660,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:18.654543+0200,53,3658,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:18.658678+0200,53,3659,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:18.769330+0200,53,3294,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:18.769350+0200,53,1031,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:18.769371+0200,53,3665,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:18.769358+0200,53,3664,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:18.769340+0200,53,3673,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:18.792125+0200,53,3666,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.800325+0200,53,4510,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.800313+0200,53,2666,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.800296+0200,53,4509,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.800307+0200,53,4507,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:18.822101+0200,53,4648,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:18.872779+0200,53,3665,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:18.880699+0200,53,2530,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:18.910071+0200,53,3669,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:18.911411+0200,53,3009,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:18.914462+0200,53,2533,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:19.068076+0200,53,3664,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:19.276342+0200,53,1133,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:19.276255+0200,53,3664,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:19.276628+0200,53,3668,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:19.277761+0200,53,3663,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:19.301312+0200,53,1025,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:19.305243+0200,53,3665,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:19.368072+0200,53,1130,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:19.369632+0200,53,3656,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:19.369896+0200,53,1025,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:19.498281+0200,53,3666,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:19.498131+0200,53,3673,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:19.518514+0200,53,1031,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:19.518548+0200,53,3661,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:19.522860+0200,53,3664,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:19.561821+0200,53,4506,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:19.561838+0200,53,1028,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:19.565268+0200,53,4648,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:19.631945+0200,53,2530,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:19.633160+0200,53,3488,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:19.633146+0200,53,2532,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:19.664339+0200,53,3476,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:19.668791+0200,53,2533,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:19.670062+0200,53,3664,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:19.670019+0200,53,3666,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:19.670101+0200,53,3670,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:19.670118+0200,53,3663,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:19.690564+0200,53,3667,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:19.690627+0200,53,3665,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:19.695534+0200,53,3009,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:19.854780+0200,53,1129,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:19.856086+0200,53,3664,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:19.858572+0200,53,3666,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:19.859827+0200,53,3662,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:19.880640+0200,53,3663,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:20.008854+0200,53,3663,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:20.011598+0200,53,3666,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:20.029050+0200,53,3667,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:20.033704+0200,53,3665,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:20.090580+0200,53,3657,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:20.121291+0200,53,3659,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:20.206301+0200,53,3673,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:20.206390+0200,53,3665,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:20.206375+0200,53,3294,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:20.220985+0200,53,1031,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:20.290285+0200,53,4507,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:20.290303+0200,53,4508,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:20.313279+0200,53,1152,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:20.314576+0200,53,1028,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:20.336843+0200,53,3667,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:20.352613+0200,53,3668,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:20.358203+0200,53,3664,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:20.358264+0200,53,3666,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:20.370800+0200,53,2531,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:20.377362+0200,53,2533,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:20.396986+0200,53,2532,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:20.398200+0200,53,2529,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:20.399305+0200,53,1703,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:20.526893+0200,53,3660,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:20.546552+0200,53,1025,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:20.547704+0200,53,3661,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:20.550108+0200,53,3662,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:20.551240+0200,53,3667,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:20.667906+0200,53,1133,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:20.672396+0200,53,3668,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:20.691484+0200,53,3666,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:20.866003+0200,53,1031,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:20.885278+0200,53,3663,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:20.902765+0200,53,4510,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:20.902809+0200,53,4507,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:20.917632+0200,53,4506,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:20.922047+0200,53,4648,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:20.945389+0200,53,3663,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:20.945436+0200,53,3664,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:20.945430+0200,53,3668,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:20.966814+0200,53,3665,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:21.143304+0200,53,1129,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:21.143475+0200,53,3660,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:21.144410+0200,53,3663,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:21.148094+0200,53,3667,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:21.251037+0200,53,1133,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:21.253491+0200,53,3667,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:21.258705+0200,53,3666,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:21.472672+0200,53,1152,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:21.472706+0200,53,1028,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:21.519639+0200,53,3669,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:21.519618+0200,53,3663,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:21.532704+0200,53,1029,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:21.533997+0200,53,3666,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:21.713157+0200,53,3663,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:21.738158+0200,53,1129,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:21.821582+0200,53,3669,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:21.823968+0200,53,3663,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:21.825260+0200,53,1025,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:21.826430+0200,53,1133,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.303570+0200,53,3669,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.306946+0200,53,3666,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.319723+0200,53,3664,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.322100+0200,53,3667,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.323212+0200,53,3668,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.324433+0200,53,1133,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.766293+0200,53,3667,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.766603+0200,53,3668,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.767677+0200,53,3666,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:22.768998+0200,53,3664,UDP
